year_trimmed_final,donor_trimmed_final,organization_name_trimmed_final,city_trimmed_final,county,state_trimmed_final,dues_paid,president_trimmed_final,delegates_trimmed_final,clubs_sending_greetings_trimmed_final,source_image,notes
1912,,J F F K Club,Hampton,,VA,$1.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Hospital Auxiliary,Richmond,,VA,$2.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,City Federation of Clubs,Hampton,,VA,$1.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Hamper Basket Club,Norfolk,,VA,$1.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Quilting Club,Hampton,,VA,$0.50,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Richmond Hospital Auxiliary,Richmond,,VA,$2.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Needle and Book Club,Hampton,,VA,$0.30,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Mary H Dickerson Mothers' Club,Providence,,RI,$1.50,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Civic Betterment Club,Roanoke,,VA,$0.60,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,,B L and Industrial Charity Club,Bakersfield,,CA,$2.00,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,Madame C J Walker,,,,,$20.00,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,,State Federation of Oklahoma,,,OK,$1.20,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,,So-Re-Lit Club,Pittsburgh,,PA,$1.50,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,,Ohio State Federation of Women's Clubs,,,OH,$3.00,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,,K D Tillman Club,Chicago,,IL,$5.00,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,,Pot and Kettle Club,Hampton,,VA,$1.00,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,,City Federation of Little Rock,Little Rock,,AR,$2.00,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,,Mrs Eva Loomis,Detroit,,MI,$7.35,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,,American Embroidery Art Club,Indianapolis,,IN,$1.00,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,,Golden Leaf Club,Hampton,,VA,$1.00,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,,State Federation of Women's Clubs of Texas,,,TX,$6.20,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,,Way and Means Committee,Chicago,,IL,$78.41,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,Miss Ida Cummings,,,,,$33.90,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,Mrs Ione E Gibbs,,,,,$4.00,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,Mrs Nettie Napier,,,,,$13.00,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,Miss Bertha Blue,,,,,$0.40,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,Miss E C Carter,,,,,$8.10,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,Mrs Mary McLeod,,,,FL,$21.06,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,,Christian Industrial Club,Detroit,,MI,$3.50,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,Mrs Booker T Washington,,,,,$50.50,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,,Hubbard Bleckley W C T U,Anderson,,SC,$2.00,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,Mrs E B Butler,,Colorado Springs,,CO,$2.35,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,,Home Workers' Club,Institute,,WV,$1.00,,,,https://drive.google.com/open?id=1NSzeiazIic-pwcnwa6l96xEhbueaMn7X,
1912,,Minnesota State Federation for the Kindergarten Fund,,,MN,$5.00,,,,https://drive.google.com/open?id=1HdyU3Mdlr-cBjYMcRXVOeBMRjG-lUJaM,
1912,,Rhode Island Union of Women's Club,,,RI,$1.30,,,,https://drive.google.com/open?id=1HdyU3Mdlr-cBjYMcRXVOeBMRjG-lUJaM,
1912,,Young Married Ladies' Club,,,OH,$1.20,,,,https://drive.google.com/open?id=1HdyU3Mdlr-cBjYMcRXVOeBMRjG-lUJaM,
1912,,Afro-American Woman's Club,Butte,,MT,$1.50,,,,https://drive.google.com/open?id=1HdyU3Mdlr-cBjYMcRXVOeBMRjG-lUJaM,
1912,,Ohio State Federation of Women's Club,,,,$5.40,,,,https://drive.google.com/open?id=1HdyU3Mdlr-cBjYMcRXVOeBMRjG-lUJaM,
1913,,Music and Art Club,Salt Lake City,,UT,$1.00,,,,https://drive.google.com/open?id=1HdyU3Mdlr-cBjYMcRXVOeBMRjG-lUJaM,
1913,,Willing Workers' Club,Detroit,,MI,$2.50,,,,https://drive.google.com/open?id=1HdyU3Mdlr-cBjYMcRXVOeBMRjG-lUJaM,
1913,,Women's Civic League,Orlando,,FL,$1.70,,,,https://drive.google.com/open?id=1HdyU3Mdlr-cBjYMcRXVOeBMRjG-lUJaM,
1913,,Progressive Club,Oberlin,,OH,$3.50,,,,https://drive.google.com/open?id=1HdyU3Mdlr-cBjYMcRXVOeBMRjG-lUJaM,
1913,,Woman's Club,Philadelphia,,PA,$2.00,,,,https://drive.google.com/open?id=1HdyU3Mdlr-cBjYMcRXVOeBMRjG-lUJaM,
1913,,Federation of Women's Club,Cleveland,,OH,$2.00,,,,https://drive.google.com/open?id=1HdyU3Mdlr-cBjYMcRXVOeBMRjG-lUJaM,
1913,,Adelphia Club,St Paul,,MN,$2.00,,,,https://drive.google.com/open?id=1HdyU3Mdlr-cBjYMcRXVOeBMRjG-lUJaM,
1913,,F E W Harper League,Pittsburgh,,PA,$2.10,,,,https://drive.google.com/open?id=1HdyU3Mdlr-cBjYMcRXVOeBMRjG-lUJaM,
1913,,So-Re-Lit Club,Pittsburgh,,PA,$1.20,,,,https://drive.google.com/open?id=1HdyU3Mdlr-cBjYMcRXVOeBMRjG-lUJaM,
1913,,Mutual Improvement Club,Oberlin,,OH,$2.20,,,,https://drive.google.com/open?id=1HdyU3Mdlr-cBjYMcRXVOeBMRjG-lUJaM,
1913,,Phyllis Wheatley Woman's Club,New Orleans,,LA,$4.00,,,,https://drive.google.com/open?id=1HdyU3Mdlr-cBjYMcRXVOeBMRjG-lUJaM,
1913,,Fortnightly Reading Club,Columbus,,OH,$2.00,,,,https://drive.google.com/open?id=1HdyU3Mdlr-cBjYMcRXVOeBMRjG-lUJaM,
1913,,Lend a Hand Association,Washington,,DC,$2.00,,,,https://drive.google.com/open?id=1HdyU3Mdlr-cBjYMcRXVOeBMRjG-lUJaM,
1913,,Frances Harper Reading Club,Roanoke,,VA,$2.50,,,,https://drive.google.com/open?id=1HdyU3Mdlr-cBjYMcRXVOeBMRjG-lUJaM,
1913,,Colored Women's Council,Portland,,OR,$4.40,,,,https://drive.google.com/open?id=1HdyU3Mdlr-cBjYMcRXVOeBMRjG-lUJaM,
1913,,Wayman Industrial Club,Chicago,,IL,$2.50,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1913,,Hiawatha Art Club,Independence,,MO,$2.50,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1913,,Mary A Campbell Circle of Ministers' Wives,Washington,,DC,$1.20,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1913,,Afro-American Woman's Charity Club,Spokane,,WA,$8.00,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1913,,Tuskegee Women's Club,Tuskegee,,AL,$1.60,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1913,,Wistaria Charity Club,Cleveland,,OH,$4.00,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1913,,Arkansas State Federation of Colored Women's Clubs,,,AR,$3.00,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1913,,Phyllis Wheatley Embroidery Club,Milwaukee,,WI,$1.20,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1913,,Tuskegee Women's Club,Tuskegee,,AL,$8.00,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1913,,Wistaria Charity Club,Cleveland,,OH,$1.60,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1913,,Arkansas State Federation of Colored Women's Clubs,,,AR,$4.00,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1913,,Women's Progressive Club,Salt Lake City,,UT,$3.00,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1913,,Phyllis Wheatley Embroidery Club,Milwaukee,,WI,$1.20,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1913,,20th Century Woman's Club,Atlanta,,GA,$2.50,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1913,,Women's Progressive Club,Sheridan,,WY,$1.60,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Golden Rule Club,Springfield,,OG,$1.00,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Chrysantheum Club,Youngstown,,OH,$2.00,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Married Ladies Aternoon Club,Xenia,,OH,$3.50,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Palm Leaf Club,Elmira,,NY,$3.10,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Music and Art Club,Salt Lake City,,UT,$1.10,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,California State Federation,,,CA,$2.50,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,South Carolina State,,,,$2.70,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Samaritan Charity Club,Indianapolis,,IN,$2.00,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Pieran Coterie Club,Columbus,,OH,$1.00,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Young Married Ladies' Club,Cadiz,,OH,$1.30,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Ladies' Bi-Monthly Art Club,Columbus,,OH,$1.00,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Nantilus Club,Lawrence,,KS,$2.10,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Frances W Harper Club,Muskogee,,OK,$1.20,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Excelsior Club,Cleveland,,OH,$1.00,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Miss Hallie Q Brown,Wilberforce,,OH,$10.00,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Lucy Thurman W C T U,Columbus,,OH,$3.00,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Twilight Club,West Baden,,IN,$1.50,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Woman's Neighborhood Club,Wilberforce,,OH,$2.00,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Hallie Q Brown Reading Club of Overcomers,Columbus,,OH,$2.00,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Woman's Culture Club,Piqua,,OH,$1.20,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Mt Zion Congregational Missionary Society,Cleveland,,OH,$2.00,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Kansas State Federation,,,KS,$9.50,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Colored Women's Civic League,Orlando,,FL,$2.00,,,,https://drive.google.com/open?id=1QQPMGA0L94S6Jm05K5YAN2iPXg0SAbHv,
1914,,Woman's Home Club,Albany,,GA,$1.20,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Research Club,Toledo,,OH,$1.00,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Minerva Reading Club,Cleveland,,OH,$4.00,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Woman's Reading Club,Steubenville,,OH,$1.40,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Progressive Club,Piqua,,OH,$1.00,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,L C Alston Reading Club,Mechanicsburg,,OH,$1.90,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Woman's Industiral Club,Piqua,,OH,$2.40,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Brooklyn Woman's Club,Brooklyn,,NY,$2.00,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Willing Workers' Club,Detroit,,MI,$10.00,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Needlecraft Club,Van Wert,,OH,$1.10,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Minnie Scott Club,Troy,,OH,$1.90,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Married Women's Reading Club,Steubenville,,OH,$3.00,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Progressive Club,West Baden,,IN,$2.00,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,In As Much Circle,Baltimore,,MD,$4.00,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Du Bois Circle,Baltimore,,MD,$2.70,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Willing Workers' League of Metropolitan A M E Church,Washington,,DC,$1.00,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Sec-To-No Musical Organization,Washington,,DC,$1.00,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Woman's Rose Leaf Club,Sheridan,,WY,$1.40,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Young Women's Christian Association,Dayton,,OH,$3.00,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Unique Study Club,Dayton,,OH,$1.00,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Woman's League,Dayton,,OH,$1.00,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Ideal Clover Leaf Embroidery Club,Dayton,,OH,$1.00,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Woman's Christian Association,Dayton,,OH,$2.00,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,20th Century Club,Xenia,,OH,$2.50,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Ladies' Culture Club,Xenia,,OH,$3.50,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Married Ladies' Wednesday Afternoon Club,Dayton,,OH,$2.60,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Webb Art Embroidery Club,Cincinnati,,OH,$2.20,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Ohio State Federation of Women's Club,,,OH,$8.80,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Detroit Study Club,Detroit,,MI,$2.50,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Ohio Ave Day Nursery Board,Columbus,,OH,$2.00,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Chicago Union Charity Club,Chicago,,IL,$10.00,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,City Federation of Colored Women's Clubs,Chicago,,IL,$10.20,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Precilla Woman's Club,Cleveland,,OH,$1.00,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Thursday Afternoon Club,Springfield,,OH,$2.20,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Fredercik Douglass Center,Chicago,,IL,$3.00,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Aurora Culture Club,Dayton,,OH,$2.60,,,,https://drive.google.com/open?id=1M8VQ3IWUgCRkOG3ssS8SjT0fiTJ0R1ry,
1914,,Friday Afternoon Culture Club,Dayton,,OH,$2.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Mutual Improvement Club,Oberlin,,OH,$3.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Woman's Improvement Club,Oberlin,,OH,$6.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Board of Managers of Baptist Women's Educational Convention,Louisville,,KY,$4.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Women's Economical Club,Louisville,,KY,$4.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Tuesday Evening Art Club,Louisville,,KY,$1.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Chrysanthemum Embroidery Club,Louisville,,KY,$4.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Sub Rosa Club,Louisville,,KY,$1.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,Mrs M E Steward,,Louisville,,KY,$10.50,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Julia Gaston Club,Evanston,,IL,$1.80,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Frau Frau Club,Cincinnati,,OH,$2.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Fortnightly,Columbus,,OH,$8.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Lend a Hand Club,Washington,,DC,$2.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Mary A Campbell Circle of Ministers' Wives,Washington,,DC,$2.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Economic Club,Frankfort,,KY,$2.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Corinthian Church Aid Club,Frankfort,,KY,$2.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,City Federation of Frankfort,Frankfort,,KY,$2.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Phyllis Wheatley Club,New Orleans,,LA,$2.50,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Young Married Ladies' Club,Cadiz,,OH,$1.30,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Cleveland City Federation,Cleveland,,OH,$2.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Du Bois Literary Club,Cleveland,,OH,$1.20,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Charity Club,Pittsburgh,,PA,$2.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Sojourner Truth Club,Butte,,MT,$2.80,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Volunteer Workers' Charity Club,Chicago,,IL,$10.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Aurora Reading Club,Pittsburgh,,PA,$10.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Woman's Improvement Circle,Tampa,,FL,$3.20,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Woman's Culture Club,Miami,,FL,$4.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,True Link Club,Louisville,,KY,$2.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Oak and Ivy Club,Louisville,,KY,$4.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Domestic Service Club,Oklahoma City,,OK,$3.40,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Geaudeamus Club,Chicago,,IL,$4.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,City Federation,Hannibal,,MO,$2.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Tuskegee Women's Club,Tuskegee,,AL,$13.00,,,,https://drive.google.com/open?id=16yV-iVHYdB4fUgDcLIm78pBiDJePH90v,
1914,,Progressive Club,Oberlin,,OH,$2.00,,,,https://drive.google.com/open?id=1lOB-XP7B01bTpcRmWswDqSsU1lwjvJPf,
1914,,Neighborhood Union Club,Atlanta,,GA,$3.00,,,,https://drive.google.com/open?id=1lOB-XP7B01bTpcRmWswDqSsU1lwjvJPf,
1914,,Phyllis Wheatley Club,Buffalo,,NY,$6.00,,,,https://drive.google.com/open?id=1lOB-XP7B01bTpcRmWswDqSsU1lwjvJPf,
1914,,South Carolina State Federation,,,SC,$5.00,,,,https://drive.google.com/open?id=1lOB-XP7B01bTpcRmWswDqSsU1lwjvJPf,
1914,,Sunlight Club,Orangeburg,,SC,$8.00,,,,https://drive.google.com/open?id=1lOB-XP7B01bTpcRmWswDqSsU1lwjvJPf,
1914,,Necessity Club,Chicago,,IL,$3.20,,,,https://drive.google.com/open?id=1lOB-XP7B01bTpcRmWswDqSsU1lwjvJPf,
1914,,W C T U,Washington,,DC,$2.00,,,,https://drive.google.com/open?id=1lOB-XP7B01bTpcRmWswDqSsU1lwjvJPf,
1914,,Home Improvement Club,Mound Bayon,,MS,$1.20,,,,https://drive.google.com/open?id=1lOB-XP7B01bTpcRmWswDqSsU1lwjvJPf,
1914,,Aid of Second Baptist Church Club,Bloomfield,,KY,$5.40,,,,https://drive.google.com/open?id=1lOB-XP7B01bTpcRmWswDqSsU1lwjvJPf,
1914,,Missouri State Federation of Colored Women's Clubs,,,MO,$6.00,,,,https://drive.google.com/open?id=1lOB-XP7B01bTpcRmWswDqSsU1lwjvJPf,
1914,,Artistic Ten Club,Frankfort,,KY,$1.00,,,,https://drive.google.com/open?id=1lOB-XP7B01bTpcRmWswDqSsU1lwjvJPf,
1914,,North Carolina State Federation of Women's Clubs,,,NC,$4.20,,,,https://drive.google.com/open?id=1lOB-XP7B01bTpcRmWswDqSsU1lwjvJPf,
1914,Mrs J C Napier,North Carolina State Federation,,,NC,$5.00,,,,https://drive.google.com/open?id=1lOB-XP7B01bTpcRmWswDqSsU1lwjvJPf,
1914,,Excelsior Club,Guthrie,,OK,$2.00,,,,https://drive.google.com/open?id=1lOB-XP7B01bTpcRmWswDqSsU1lwjvJPf,
1914,,Rhode Island State Union of Women's clubs,,,,$2.40,,,,https://drive.google.com/open?id=1lOB-XP7B01bTpcRmWswDqSsU1lwjvJPf,
